year_month,district,okrug,official_secondary_sqm,official_newbuild_sqm,official_rent_sqm,secondary_mom_change_pct,cbr_key_rate_pct,avg_mortgage_rate_pct,n_listings_ours,our_avg_price_all,diff_vs_official_pct,is_new_moscow
2020-02-01,Golovinsky,SAO,187900,205600,783,-3.89,6.0,8.5,4,122000.0,-35.1,False
2020-02-01,Golyanovo,VAO,180700,213100,753,8.96,6.0,8.5,2,102750.0,-43.1,False
2020-02-01,Ivanovskoye,VAO,176200,188900,734,1.07,6.0,8.5,4,108125.0,-38.6,False
2020-02-01,Izmaylovo,VAO,216800,248000,903,4.75,6.0,8.5,5,143720.0,-33.7,False
2020-02-01,Khamovniki,CAO,518900,568100,2162,0.78,6.0,8.5,4,335850.0,-35.3,False
2020-02-01,Khoroshyovo-Mnyovniki,SZAO,271100,295400,1130,0.23,6.0,8.5,5,165420.0,-39.0,False
2020-02-01,Khoroshyovsky,SAO,275700,308300,1149,7.41,6.0,8.5,3,190100.0,-31.0,False
2020-02-01,Khovrino,SAO,179600,201900,748,3.7,6.0,8.5,4,112900.0,-37.1,False
2020-02-01,Kievsky,TAO,73600,77600,307,1.47,6.0,8.5,8,40463.0,-45.0,True
2020-02-01,Klyonovskoye,TAO,73200,81800,305,3.71,6.0,8.5,5,34980.0,-52.2,True
2020-02-01,Kokoshkino,NAO,123200,135400,513,7.36,6.0,8.5,3,61200.0,-50.3,True
2020-02-01,Konkovo,YuZAO,243600,274700,1015,2.64,6.0,8.5,9,155300.0,-36.2,False
2020-02-01,Koptevo,SAO,191000,212000,796,-0.99,6.0,8.5,2,98400.0,-48.5,False
2020-02-01,Kosino-Ukhtomsky,VAO,169400,181900,706,4.81,6.0,8.5,5,99600.0,-41.2,False
2020-02-01,Kotlovka,YuZAO,261900,280000,1091,0.5,6.0,8.5,7,148971.0,-43.1,False
2020-02-01,Krasnopakhorskoye,TAO,84600,90300,352,-4.67,6.0,8.5,2,39150.0,-53.7,True
2020-02-01,Krasnoselsky,CAO,376700,415500,1570,4.98,6.0,8.5,1,199700.0,-47.0,False
2020-02-01,Krylatskoye,SZAO,303700,333000,1266,-1.36,6.0,8.5,7,183329.0,-39.6,False
2020-02-01,Kuntsevo,ZAO,261600,300600,1090,-1.76,6.0,8.5,4,159725.0,-38.9,False
2020-02-01,Kurkino,SZAO,248500,267000,1036,-0.62,6.0,8.5,3,153200.0,-38.4,False
2020-02-01,Levoberezhny,SAO,191600,199800,799,6.3,6.0,8.5,7,123286.0,-35.7,False
2020-02-01,Lianozovo,SVAO,175100,195700,730,-1.09,6.0,8.5,2,92050.0,-47.4,False
2020-02-01,Lomonosovsky,YuZAO,333600,378800,1390,10.29,6.0,8.5,4,221600.0,-33.6,False
2020-02-01,Losinoostrovsky,SVAO,188900,200400,787,2.05,6.0,8.5,8,106438.0,-43.7,False
2020-02-01,Marfino,SVAO,197700,214600,824,5.87,6.0,8.5,8,138800.0,-29.8,False
2020-02-01,Marushkinskoye,NAO,113900,124600,474,-2.24,6.0,8.5,8,60138.0,-47.2,True
2020-02-01,Maryina Roshcha,SVAO,236200,260300,984,5.29,6.0,8.5,8,170725.0,-27.7,False
2020-02-01,Meshchansky,CAO,386400,422800,1610,5.21,6.0,8.5,6,268950.0,-30.4,False
2020-02-01,Metrogorodok,VAO,168100,184300,701,-3.8,6.0,8.5,7,139014.0,-17.3,False
2020-02-01,Mikhaylovo-Yartsevskoye,TAO,82700,84800,345,13.69,6.0,8.5,7,40343.0,-51.2,True
2020-02-01,Mitino,SZAO,206700,221300,861,0.07,6.0,8.5,4,160825.0,-22.2,False
2020-02-01,Molzhaninovsky,SAO,155300,167500,647,1.83,6.0,8.5,2,92400.0,-40.5,False
2020-02-01,Moskovsky,NAO,149900,165500,625,3.42,6.0,8.5,2,85250.0,-43.1,True
2020-02-01,Moskvorechye-Saburovo,YuAO,187500,208900,781,6.13,6.0,8.5,6,112083.0,-40.2,False
2020-02-01,Mosrentgen,NAO,153500,167000,639,0.97,6.0,8.5,7,95100.0,-38.0,True
2020-02-01,Mozhaysky,ZAO,235400,264600,981,-1.84,6.0,8.5,4,160200.0,-31.9,False
2020-02-01,Nagatino-Sadovniki,YuAO,207800,229200,866,-1.96,6.0,8.5,2,135150.0,-35.0,False
2020-02-01,Nagatinsky Zaton,YuAO,215800,235200,899,-2.73,6.0,8.5,4,133500.0,-38.1,False
2020-02-01,Nagorny,YuAO,202500,221500,844,-6.27,6.0,8.5,6,156950.0,-22.5,False
2020-02-01,Novo-Peredelkino,ZAO,204900,213500,854,6.06,6.0,8.5,9,112733.0,-45.0,False
2020-02-01,Novofyodorovskoye,TAO,74700,85200,311,3.85,6.0,8.5,1,39900.0,-46.6,True
2020-02-01,Novogireyevo,VAO,186400,209300,777,-1.54,6.0,8.5,8,146850.0,-21.2,False
2020-02-01,Novokosino,VAO,190500,214200,794,6.77,6.0,8.5,6,94733.0,-50.3,False
2020-02-01,Obruchevsky,YuZAO,267900,294000,1116,7.0,6.0,8.5,4,177025.0,-33.9,False
2020-02-01,Ochakovo-Matveyevskoye,ZAO,242800,277100,1011,-0.53,6.0,8.5,6,139117.0,-42.7,False
2020-02-01,Orekhovo-Borisovo Severnoye,YuAO,175300,183300,730,7.17,6.0,8.5,8,96813.0,-44.8,False
2020-02-01,Orekhovo-Borisovo Yuzhnoye,YuAO,159100,167100,663,-2.95,6.0,8.5,2,106100.0,-33.3,False
2020-02-01,Ostankinsky,SVAO,235400,258200,981,3.99,6.0,8.5,8,159700.0,-32.2,False
2020-02-01,Otradnoye,SVAO,196600,218300,819,4.93,6.0,8.5,7,112143.0,-43.0,False
2020-02-01,Perovo,VAO,194900,217800,812,3.16,6.0,8.5,10,168470.0,-13.6,False
2020-02-01,Pervomayskoye,TAO,80900,85700,337,0.32,6.0,8.5,2,39250.0,-51.5,True
2020-02-01,Pokrovskoye-Streshnevo,SZAO,233400,252900,973,0.11,6.0,8.5,4,165425.0,-29.1,False
2020-02-01,Preobrazhenskoye,VAO,205700,228300,857,2.43,6.0,8.5,5,155120.0,-24.6,False
2020-02-01,Presnensky,CAO,476500,499100,1985,8.45,6.0,8.5,6,352000.0,-26.1,False
2020-02-01,Prospekt Vernadskogo,ZAO,318800,371600,1328,2.72,6.0,8.5,5,238180.0,-25.3,False
2020-02-01,Ramenki,ZAO,319900,338400,1333,0.04,6.0,8.5,6,212733.0,-33.5,False
2020-02-01,Rogovskoye,TAO,71000,74700,296,-2.61,6.0,8.5,6,38317.0,-46.0,True
2020-02-01,Rostokino,SVAO,185700,193900,774,-1.9,6.0,8.5,8,127213.0,-31.5,False
2020-02-01,Ryazanovskoye,NAO,115200,128500,480,-1.61,6.0,8.5,4,65650.0,-43.0,True
2020-02-01,Savyolovsky,SAO,256900,277700,1070,8.27,6.0,8.5,7,165614.0,-35.5,False
2020-02-01,Severnoye Butovo,YuZAO,209100,224200,871,-1.38,6.0,8.5,4,133025.0,-36.4,False
2020-02-01,Severnoye Izmaylovo,VAO,184600,211400,769,-1.66,6.0,8.5,5,150240.0,-18.6,False
2020-02-01,Severnoye Medvedkovo,SVAO,187700,199500,782,2.99,6.0,8.5,4,108300.0,-42.3,False
2020-02-01,Severnoye Tushino,SZAO,213400,242100,889,1.0,6.0,8.5,5,134100.0,-37.2,False
2020-02-01,Severny,SVAO,164800,176700,687,0.98,6.0,8.5,12,88608.0,-46.2,False
2020-02-01,Shchapovskoye,TAO,77300,87100,322,2.44,6.0,8.5,6,42133.0,-45.5,True
2020-02-01,Shcherbinka,NAO,138700,151000,578,-2.15,6.0,8.5,2,64350.0,-53.6,True
2020-02-01,Shchukino,SZAO,263000,297900,1096,0.56,6.0,8.5,2,186800.0,-29.0,False
2020-02-01,Sokol,SAO,257200,289100,1072,0.5,6.0,8.5,5,186580.0,-27.5,False
2020-02-01,Sokolinaya Gora,VAO,186800,197700,778,0.95,6.0,8.5,5,122740.0,-34.3,False
2020-02-01,Sokolniki,VAO,227900,254500,950,4.61,6.0,8.5,1,187200.0,-17.9,False
2020-02-01,Solntsevo,ZAO,205300,226000,856,-2.1,6.0,8.5,6,108250.0,-47.3,False
2020-02-01,Sosenskoye,NAO,151400,166600,631,4.33,6.0,8.5,9,83956.0,-44.5,True
2020-02-01,Strogino,SZAO,268300,297200,1118,1.31,6.0,8.5,4,221700.0,-17.4,False
2020-02-01,Sviblovo,SVAO,187200,200800,780,-0.32,6.0,8.5,5,136500.0,-27.1,False
2020-02-01,Tagansky,CAO,351900,380200,1466,-0.12,6.0,8.5,4,283275.0,-19.5,False
2020-02-01,Timiryazevsky,SAO,222000,238700,925,1.73,6.0,8.5,4,161225.0,-27.4,False
2020-02-01,Troitsk,TAO,104100,116300,434,2.33,6.0,8.5,3,52433.0,-49.6,True
2020-02-01,Troparyovo-Nikulino,ZAO,289100,298300,1205,3.16,6.0,8.5,8,201038.0,-30.5,False
2020-02-01,Tsaritsyno,YuAO,181100,203000,755,2.09,6.0,8.5,6,117817.0,-34.9,False
2020-02-01,Tverskoy,CAO,475700,498500,1982,2.51,6.0,8.5,5,415660.0,-12.6,False
2020-02-01,Tyoply Stan,YuZAO,221900,239900,925,5.13,6.0,8.5,4,132225.0,-40.4,False
2020-02-01,Veshnyaki,VAO,164700,172500,686,-1.49,6.0,8.5,5,111820.0,-32.1,False
2020-02-01,Vnukovo,ZAO,195400,207800,814,-0.02,6.0,8.5,4,90350.0,-53.8,False
2020-02-01,Vnukovskoye,NAO,147900,162700,616,1.21,6.0,8.5,6,83333.0,-43.7,True
2020-02-01,Voronovskoye,TAO,74600,80500,311,-2.17,6.0,8.5,8,40713.0,-45.4,True
2020-02-01,Voskresenskoye,NAO,139100,146600,579,-1.03,6.0,8.5,8,82150.0,-40.9,True
2020-02-01,Vostochnoye Izmaylovo,VAO,193000,214200,804,-3.87,6.0,8.5,2,149650.0,-22.5,False
2020-02-01,Vostochny,VAO,153300,169000,639,-4.06,6.0,8.5,2,99150.0,-35.3,False
2020-02-01,Voykovsky,SAO,208100,231500,867,-3.78,6.0,8.5,9,154089.0,-26.0,False
2020-02-01,Yakimanka,CAO,460400,498800,1918,-0.35,6.0,8.5,7,372100.0,-19.2,False
2020-02-01,Yaroslavsky,SVAO,178900,187100,745,1.03,6.0,8.5,7,106457.0,-40.5,False
2020-02-01,Yasenevo,YuZAO,242100,254300,1009,2.58,6.0,8.5,0,,,False
2020-02-01,Yuzhnoye Butovo,YuZAO,198900,225900,829,0.35,6.0,8.5,10,102830.0,-48.3,False
2020-02-01,Yuzhnoye Medvedkovo,SVAO,194300,208000,809,6.46,6.0,8.5,5,114400.0,-41.1,False
2020-02-01,Yuzhnoye Tushino,SZAO,222300,254400,926,2.81,6.0,8.5,3,118433.0,-46.7,False
2020-02-01,Zamoskvorechye,CAO,410700,454900,1711,-0.23,6.0,8.5,5,278060.0,-32.3,False
2020-02-01,Zapadnoye Degunino,SAO,180700,200000,753,-3.63,6.0,8.5,2,98350.0,-45.6,False
2020-02-01,Zelenograd,ZelAO,125200,136800,522,1.58,6.0,8.5,2,74050.0,-40.9,True
